-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
-1,2,4,-1,-1,-1,-1,19,20,-1,-1,-1,-1,-1,-1,-1
-1,5,8,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
-1,15,13,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,4,-1,-1
-1,-1,16,-1,-1,-1,-1,18,-1,-1,-1,19,4,14,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,5,4,4,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,15,8,10,-1,-1,-1,-1,-1,-1,19,20
-1,-1,-1,-1,-1,-1,12,16,-1,-1,-1,-1,-1,-1,-1,-1
-1,18,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,18,4,4,20,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,16,-1,-1
-1,-1,19,18,20,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1
